Company Name,Report Year,Annual Carbon Emissions,Annual Water Consumption,Renewable Energy Usage,Sustainable Materials Usage Ratio,Waste Recycling Rate
Marathon Oil,2015,4640000.0 tonnes CO₂,40000000.0 cubic meters,N/A,N/A,3.0 percent
Marathon Oil,2019,6650000.0 tonnes CO₂,50300000.0 cubic meters,N/A,N/A,N/A
Marathon Oil,2019,4440000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Marathon Oil,2021,3480000.0 tonnes CO₂,44100000.0 cubic meters,N/A,N/A,9.3 percent
Marks and Spencer,2024,N/A,N/A,N/A,N/A,N/A
Amadeus,2021,13729.0 tonnes CO₂,130707.0 cubic meters,N/A,N/A,58.0 percent
N/A,2024,N/A,N/A,N/A,N/A,N/A
Marsh McLennan,2023,N/A,N/A,48000.0 MWh,N/A,N/A
Martin Marietta,2016,N/A,N/A,N/A,N/A,N/A
Martin Marietta,N/A,32031.0 tonnes CO₂,N/A,N/A,N/A,N/A
Martin Marietta,2022,5200000.0 tonnes CO₂,N/A,40247.0 MWh,N/A,N/A
Masco,2023,104000.0 tonnes CO₂,33000000.0 cubic meters,N/A,N/A,95.0 percent
Mattel,N/A,166097.0 tonnes CO₂,1618455.0 cubic meters,N/A,N/A,71.0 percent
Mattel,2021,177367.0 tonnes CO₂,N/A,N/A,97.9 percent,N/A
Maxim,2019,48143.0 tonnes CO₂,N/A,48.0 MWh,N/A,N/A
Campbell’s Soup Company,2024,632926.0 tonnes CO₂,N/A,N/A,N/A,94.0 percent
Kroger,2016,2505002.0 tonnes CO,N/A,N/A,N/A,N/A
N/A,2017,N/A,N/A,N/A,N/A,N/A
McDonald’s Germany,2015,140006.0 tonnes CO₂,N/A,534986.0 MWh,N/A,N/A
McDonald’s,2016,N/A,N/A,N/A,N/A,N/A
McDonald's,2020,700000.0 tonnes CO₂,N/A,N/A,78.0 percent,N/A
McDonald’s,2018,11700.0 tonnes CO₂,N/A,50000.0 MWh,N/A,30.0 percent
McKesson,2017,314692.0 tonnes CO₂,366786.79 cubic meters,N/A,N/A,N/A
McKesson,2018,124911.0 tonnes CO₂,N/A,2250.0 MWh,N/A,N/A
McKesson,2019,3300.0 tonnes CO₂,N/A,N/A,N/A,N/A
McKesson,2020,8096.0 tonnes CO₂,856324181.0 cubic meters,1032000.0 MWh,N/A,32387.0 tonnes CO₂
McKesson,N/A,N/A,682585.4 cubic meters,N/A,N/A,N/A
Medtronic,2016,N/A,N/A,N/A,N/A,N/A
Medtronic,2022,N/A,N/A,16.0 MWh,N/A,6.0 percent
Medtronic,2019,299000.0 tonnes CO₂,2200000.0 cubic meters,N/A,N/A,N/A
Merck,N/A,N/A,20500000.0 cubic meters,38.0 MWh,N/A,80.0 percent
MetLife,2015,0.0 tonnes CO₂,N/A,N/A,N/A,N/A
MetLife,2016,34997.0 tonnes CO₂,N/A,N/A,N/A,N/A
MetLife,2017,N/A,N/A,N/A,N/A,N/A
MetLife,2018,30000.0 tonnes CO₂,283.91 cubic meters,N/A,N/A,N/A
METTLER TOLEDO,2017,71667.0 tonnes CO₂,224878.0 cubic meters,10663.0 MWh,N/A,61.0 percent
METTLER TOLEDO,2021,29772.0 tonnes CO,219576.0 cubic meters,100.0 MWh,N/A,66.0 percent
GreenMT,2021,1200.0 kilotonnes,186263.0 cubic meters,100.0 MWh,N/A,70.0 percent
METTLER TOLEDO,2022,28089.0 tonnes CO₂,196629.0 cubic meters,100.0 MWh,N/A,61.0 percent
Mettler-Toledo International Inc.,2023,981121.0 tonnes CO₂,203003.0 cubic meters,100.0 MWh,N/A,60.0 percent
Microchip,2018,N/A,1.64 cubic meters,N/A,N/A,100.0 percent
Microchip,2020,2409.0 tonnes CO₂,N/A,N/A,N/A,100.0 percent
Microchip,2022,N/A,2339.0 cubic meters,N/A,N/A,N/A
Microchip,2023,693929.0 tonnes CO₂,1668208698.0 cubic meters,N/A,N/A,75.0 percent
Micron,2016,N/A,N/A,N/A,N/A,60.0 percent
Micron,2019,0.0 tonnes CO₂,48311910.0 cubic meters,N/A,N/A,50.0 percent
Micron,2020,0.0 tonnes CO₂,N/A,N/A,N/A,N/A
Micron,2022,7420983.0 tonnes CO₂,N/A,2900.0 MWh,N/A,N/A
Micron,2023,7610655.0 tonnes CO₂,14590000.0 cubic meters,1.8 MWh,N/A,93.0 percent
Micron,2021,7140000.0 tonnes CO₂,54000000.0 cubic meters,N/A,N/A,N/A
Microsoft,2006,N/A,N/A,480.0 MWh,N/A,N/A
Microsoft,2010,1299356.0 tonnes CO₂,N/A,25.0 MWh,N/A,63.0 percent
Microsoft,2011,N/A,N/A,N/A,N/A,80.0 percent
Microsoft,2012,1530352.0 tonnes CO₂,2.72 cubic meters,N/A,N/A,N/A
Microsoft,2013,30000.0 tonnes CO₂,1.0 cubic meters,N/A,N/A,N/A
Microsoft,2014,600000.0 tonnes CO₂,2860265.0 cubic meters,3000000000.0 MWh,N/A,99.0 percent
Microsoft,2015,85188.0 tonnes CO₂,N/A,3240620.0 MWh,N/A,N/A
Microsoft,2016,N/A,N/A,44.0 MWh,N/A,90.0 percent
Microsoft,2017,N/A,N/A,N/A,N/A,90.0 percent
Microsoft,2018,N/A,N/A,1.0 MWh,N/A,90.0 percent
Microsoft,2019,N/A,N/A,N/A,N/A,N/A
Microsoft,2021,14073000.0 tonnes CO₂,4477865.0 cubic meters,12969393.0 MWh,N/A,N/A
Microsoft,2022,13000000.0 tonnes CO₂,N/A,13.5 MWh,N/A,N/A
MAA,2019,104076.0 tonnes CO₂,18383705.0 cubic meters,N/A,N/A,5.41 percent
"Mid-America Apartment Communities, Inc. (MAA)",2023,272962.07 tonnes CO₂,N/A,525147.0 MWh,N/A,N/A
"Mohawk Industries, Inc.",2019,N/A,N/A,N/A,N/A,90.0 percent
Mohawk,2021,N/A,14.82 cubic meters,10.0 MWh,90.0 percent,N/A
Mohawk,2022,0.24 tonnes CO₂,N/A,N/A,N/A,N/A
Mohawk,2023,3020.0 tonnes CO₂,0.47 cubic meters,61.0 MWh,99.0 percent,341.0 percent
MillerCoors,2015,86572.0 tonnes CO₂,3.36 cubic meters,3.2 MWh,N/A,99.99 percent
Molson Coors,2016,N/A,233000.0 cubic meters,N/A,N/A,N/A
Molson Coors (aggregate),2018,304108.0 tonnes CO₂,N/A,240309957.0 MWh,N/A,99.99 percent
Molson Coors,2022,N/A,N/A,N/A,N/A,99.8 percent
Mondelēz International,2013,N/A,22.0 cubic meters,N/A,N/A,90.0 percent
Mondelēz International,2014,N/A,N/A,N/A,61.0 percent,48.0 percent
Mondelēz International,2015,N/A,N/A,N/A,75.0 percent,68.0 percent
Mondelēz International,2016,25.0 tonnes CO₂,350000000.0 cubic meters,N/A,N/A,N/A
Mondelēz International,2017,N/A,N/A,N/A,N/A,N/A
Mondelēz International,2018,N/A,2400.0 cubic meters,N/A,N/A,N/A
Mondelēz International,2020,24611466.0 tonnes CO₂,10326848.0 cubic meters,23.0 MWh,100.0 percent,N/A
Mondelēz International,2021,1427714.0 tonnes CO₂,10276279.0 cubic meters,32.0 MWh,N/A,2.7 percent
Mondelēz International,2022,1060000.0 tonnes CO₂,N/A,39.0 MWh,N/A,N/A
Mondelēz International,2019,1336793.0 tonnes CO₂,N/A,8.0 MWh,63.0 percent,21.0 percent
Mondi Group,2018,N/A,303000000.0 cubic meters,N/A,1300000.0 tonnes CO₂,N/A
Mondi Group,2019,3724295.0 tonnes CO₂,247100000.0 cubic meters,N/A,N/A,N/A
Mondi,2021,3600000.0 tonnes CO₂,N/A,65.0 MWh,N/A,73.0 percent
Mondi Group,2022,2200000.0 tonnes CO₂,219000000.0 cubic meters,60.0 MWh,N/A,643650.0 tonnes CO₂
PepsiCo,2014,N/A,N/A,N/A,25.0 percent,93.0 percent
Moody’s Corporation,2019,1569.0 tonnes CO₂,N/A,N/A,N/A,N/A
Moody’s,2020,117609.0 tonnes CO₂,N/A,N/A,N/A,N/A
Moody’s,2021,122563.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Moody’s,2022,810.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Moody’s,2023,0.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Morgan Stanley,2009,10.8 tonnes CO,N/A,N/A,N/A,N/A
Morgan Stanley,2010,N/A,0.01 cubic meters,N/A,N/A,50.0 percent
Morgan Stanley,2011,447544.0 tonnes CO,N/A,N/A,N/A,N/A
Morgan Stanley,2012,400.0 tonnes CO₂,N/A,1000000.0 MWh,N/A,N/A
Morgan Stanley,2013,444886.0 tonnes CO,10000.0 cubic meters,3.0 MWh,N/A,55.0 percent
Morgan Stanley,2014,9.9 tonnes CO,N/A,830000.0 MWh,N/A,62.0 percent
Morgan Stanley,2015,425495.0 tonnes CO,N/A,N/A,N/A,58.0 percent
Morgan Stanley,2016,N/A,N/A,N/A,N/A,N/A
Morgan Stanley,2017,N/A,N/A,9000000.0 MWh,N/A,N/A
Morgan Stanley,2020,N/A,N/A,N/A,N/A,N/A
Morgan Stanley,2021,30.0 tonnes CO₂,N/A,N/A,N/A,N/A
Motorola Solutions,2014,188145.0 tonnes CO₂,701000.0 cubic meters,33.0 MWh,N/A,69.0 percent
Motorola Solutions,2015,166202.0 tonnes CO₂,650000.0 cubic meters,30.0 MWh,N/A,72.0 percent
MOTOROLA SOLUTIONS,2016,123500.0 tonnes CO₂,440000.0 cubic meters,7.0 MWh,N/A,54.0 percent
Motorola Solutions,2017,121535.0 tonnes CO₂,329000.0 cubic meters,7.0 MWh,N/A,54.0 percent
Motorola Solutions,2018,89937.0 tonnes CO₂,542000.0 cubic meters,8.0 MWh,N/A,57.0 percent
Motorola Solutions,2019,80982.0 tonnes CO₂,312000.0 cubic meters,15.0 MWh,N/A,56.0 percent
Motorola Solutions,2020,74393.0 tonnes CO₂,125000.0 cubic meters,2200000.0 MWh,N/A,42.0 percent
Motorola Solutions,2021,66911.0 tonnes CO₂,335000.0 cubic meters,N/A,N/A,42.0 percent
Motorola Solutions,N/A,71619.0 tonnes CO₂,262000.0 cubic meters,N/A,N/A,49.0 percent
Mylan,2017,800000.0 tonnes CO₂,3300000.0 cubic meters,56000000.0 MWh,N/A,100.0 percent
Mylan,2018,734000.0 tonnes CO₂,N/A,72.0 GWh,N/A,N/A
Nestlé in the U.S.A.,2014,2.04 tonnes CO₂,35.5 cubic meters,6.06 MWh,93.0 percent,100.0 percent
Nestlé,2022,112.9 tonnes CO₂,N/A,78.4 MWh,N/A,N/A
Nestlé,2023,87540000.0 tonnes CO₂,N/A,91.9 MWh,N/A,N/A
Novartis,2015,1350.7 tonnes CO₂,91.9 cubic meters,N/A,N/A,75.0 percent
Novartis,2017,1259.91 tonnes CO₂,75.87 cubic meters,N/A,N/A,78.5 percent
Novartis,2018,1123.24 tonnes CO₂,72.44 cubic meters,N/A,N/A,77.0 percent
Novartis,2019,N/A,67200000.0 cubic meters,N/A,N/A,N/A
Novartis,2020,788.6 tonnes CO₂,8.5 cubic meters,417000.0 MWh,N/A,86.6 percent
Novartis,2021,647000.0 tonnes CO,7800000.0 cubic meters,N/A,N/A,83.9 percent
Novartis,2023,N/A,N/A,N/A,N/A,N/A
NRG,2019,39000000000000.0 tonnes CO₂,183816000.0 cubic meters,N/A,N/A,N/A
NRG,2021,36557416.0 tonnes CO₂,N/A,N/A,N/A,N/A
NRG,2022,37417583.0 tonnes CO₂,N/A,N/A,N/A,N/A
NRG,2023,24000000.0 tonnes CO₂,93000.0 cubic meters,N/A,N/A,68.0 percent
N/A,2019,209142.0 tonnes CO₂,N/A,20967.0 MWh,N/A,83.0 percent
KONE,2014,325500.0 tonnes CO,390000.0 cubic meters,29.0 MWh,N/A,92.0 percent
National Grid,2021,N/A,N/A,6200.0 MWh,N/A,N/A
National Oilwell Varco (NOV),2019,N/A,N/A,N/A,N/A,N/A
NOV,N/A,N/A,N/A,N/A,N/A,N/A
NOV,2021,384214.0 tonnes CO₂,1281863.2 cubic meters,N/A,N/A,N/A
NOV,2022,398000.0 tonnes CO₂,1.62 cubic meters,N/A,N/A,N/A
Mr Sketch,2019,386881.0 tonnes CO₂,3.24 cubic meters,N/A,N/A,72.0 percent
Newmont,N/A,50000.0 tonnes CO₂,N/A,0.01 cubic meters,N/A,200.0 percent
Newmont,2018,4690000.0 tonnes CO₂,104816000.0 cubic meters,N/A,N/A,72.0 percent
Bellevue Gold Limited,2022,0.15 tonnes CO₂,N/A,80.0 MWh,N/A,N/A
Newmont Mining Corporation,2017,4690000.0 tonnes CO₂,115747000.0 cubic meters,N/A,N/A,72.0 percent
News Corp,2022,8500.0 tonnes CO₂,1135.62 cubic meters,N/A,N/A,95.0 percent
News Corp,2023,N/A,N/A,57800.0 MWh,77.0 percent,95.0 percent
NEXT,2019,160368.0 tonnes CO₂,N/A,100.0 MWh,N/A,95.0 percent
NEXT,2021,148044.0 tonnes CO₂,N/A,100.0 MWh,39.0 percent,97.0 percent
NextEra Energy,2020,N/A,N/A,N/A,N/A,N/A
Spire,2021,N/A,359.61 cubic meters,N/A,N/A,N/A
NiSource Inc.,2023,6350413.0 tonnes CO₂,14001640.0 cubic meters,19913014.0 MWh,N/A,5.1 percent
Nielsen,2018,1.0 tonnes CO₂,130685.17 cubic meters,1672543.0 MWh,N/A,56.0 percent
Nielsen,2020,615382.0 tonnes CO₂,N/A,N/A,N/A,N/A
NIKE,N/A,3.9 kg,112.0 cubic meters,N/A,75.0 percent,96.0 percent
"NIKE, Inc.",N/A,N/A,N/A,500000.0 MWh,80.0 percent,N/A
"NIKE, Inc.",2021,119141.0 tonnes CO₂,N/A,78.0 MWh,32.0 percent,69.0 percent
"NIKE, Inc.",2020,47398.0 tonnes CO₂,14121700000.0 cubic meters,229833.0 MWh,50.0 percent,88.0 percent
"NIKE, Inc.",N/A,46714.0 tonnes CO₂,94.3 cubic meters,160224.0 MWh,N/A,89.0 percent
"NIKE, Inc.",N/A,N/A,N/A,59000.0 MWh,N/A,N/A
"Noble Energy, Inc.",2011,2120000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Noble Energy,2012,2140000.0 tonnes CO₂,24800000.0 cubic meters,N/A,N/A,N/A
"Noble Energy, Inc.",2013,N/A,31900000.0 cubic meters,N/A,N/A,N/A
Noble Energy,2014,N/A,61500000.0 cubic meters,N/A,N/A,92.0 percent
"Noble Energy, Inc.",2015,N/A,N/A,N/A,N/A,N/A
[company name not provided in text],2016,N/A,46300000.0 cubic meters,N/A,N/A,N/A
Clayton Williams Energy,2017,18.0 tonnes CO₂,97.0 cubic meters,N/A,N/A,N/A
Noble Energy,2018,N/A,N/A,N/A,N/A,N/A
Nordstrom,2018,N/A,0.05 cubic meters,N/A,10.0 percent,N/A
Nordstrom,2019,N/A,N/A,N/A,50.0 percent,100.0 tonnes CO₂
FedEx,2015,N/A,N/A,100.0 MWh,N/A,N/A
Norfolk Southern,2022,4165808.0 tonnes CO₂,N/A,26.0 MWh,N/A,N/A
Norfolk Southern Corporation,2024,7101230.0 tonnes CO₂,N/A,4.2 MWh,N/A,N/A
Norfolk Southern,2023,N/A,N/A,30000.0 MWh,70.0 percent,60.0 percent
Northern Trust,2019,N/A,N/A,100.0 MWh,N/A,N/A
Northrop Grumman,2017,500215.0 tonnes CO₂,0.24 cubic meters,N/A,N/A,62.9 percent
Northrop Grumman,2021,725835.0 tonnes CO₂,N/A,N/A,N/A,N/A
Norwegian Cruise Line Holdings Ltd.,2023,3162836.0 tonnes CO₂,N/A,0.01 MWh,N/A,80.0 percent
Nucor,N/A,N/A,N/A,N/A,N/A,N/A
NVIDIA,2016,52786.0 tonnes CO,63770.0 cubic meters,36.0 MWh,100.0 percent,95.0 percent
NVIDIA,2017,51931.0 tonnes CO,75470.0 cubic meters,29.0 MWh,N/A,76.0 percent
NVIDIA,2019,62525.0 tonnes CO,95969.0 cubic meters,N/A,N/A,90.0 percent
NVIDIA,2020,68753.0 tonnes CO,72378.0 cubic meters,34.0 MWh,N/A,78.0 percent
NVIDIA,2021,N/A,359901.0 cubic meters,N/A,N/A,68.0 percent
NVIDIA CORPORATE,2022,N/A,N/A,N/A,N/A,N/A
NVIDIA,2023,73017.0 tonnes CO₂,471777.0 cubic meters,44.0 MWh,N/A,N/A
"Natural Gas Liquids Operations, Mont Belvieu, Texas",2015,N/A,N/A,N/A,N/A,N/A
ONEOK,2016,50000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
ONEOK,N/A,4.2 tonnes CO₂,N/A,N/A,N/A,N/A
ONEOK,N/A,N/A,N/A,N/A,N/A,N/A
ONEOK,N/A,3.7 tonnes CO₂,N/A,1500000.0 MWh,N/A,N/A
Ocado Retail Limited,N/A,N/A,N/A,N/A,N/A,N/A
Occidental,2019,15500000.0 tonnes CO₂,N/A,16.0 MWh,N/A,N/A
Occidental Petroleum Corporation (Oxy),2023,22500000.0 tonnes CO₂,47000000.0 cubic meters,43324.0 MWh,N/A,N/A
Oxy,2024,21910000.0 tonnes CO₂,1190000.0 cubic meters,42000.0 MWh,N/A,N/A
Omnicom,2017,260233.0 tonnes CO₂,N/A,15689.0 MWh,N/A,N/A
[Global Company],2018,21.0 tonnes CO₂,N/A,14900.0 MWh,N/A,N/A
Omnicom,2019,200376.0 tonnes CO₂,N/A,21200.0 MWh,N/A,N/A
Omnicom,2020,73732.0 tonnes CO₂,N/A,20165.0 MWh,N/A,99.68 percent
Omnicom,2021,N/A,N/A,21.5 MWh,N/A,N/A
Omnicom,2022,361394.0 tonnes CO₂,N/A,24876.0 MWh,N/A,N/A
Oracle,2012,N/A,N/A,5.0 MWh,N/A,76.0 percent
Oracle,2014,10.0 tonnes CO₂,9.5 cubic meters,100.0 MWh,N/A,65.0 percent
Oracle,N/A,250000.0 tonnes CO₂,929121.77 cubic meters,29.0 MWh,N/A,N/A
Oracle,N/A,105.0 tonnes CO₂,N/A,N/A,N/A,N/A
Oracle,N/A,N/A,N/A,100.0 MWh,N/A,N/A
Orange,N/A,2700000.0 tonnes CO₂,N/A,N/A,N/A,1600000.0 percent
Orange,2020,N/A,N/A,31.0 MWh,N/A,N/A
Orange,2021,142000.0 tonnes CO₂,N/A,117.0 GWh,N/A,N/A
PACCAR,2019,15.0 tonnes CO₂,N/A,N/A,N/A,88.0 percent
PACCAR,2024,271000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pirelli,N/A,3014100.0 tonnes CO₂,N/A,N/A,N/A,76.0 percent
PPG,2009,N/A,595.44 cubic meters,N/A,N/A,N/A
PPG,2010,400.0 tonnes CO₂,15.0 cubic meters,N/A,98.0 percent,N/A
PPG,2011,N/A,N/A,N/A,N/A,N/A
PPG Industries,2012,5800000.0 tonnes CO₂,430000000.0 cubic meters,N/A,N/A,75.0 percent
PPG,2013,7200.0 tonnes CO₂,4.39 cubic meters,N/A,N/A,N/A
PPG,2016,N/A,N/A,N/A,31.0 percent,N/A
PPG,2017,1170000.0 tonnes CO₂,18600000.0 cubic meters,N/A,32.0 percent,N/A
PPG,2018,930000.0 tonnes CO₂,N/A,N/A,32.0 percent,N/A
PPG,2021,840000.0 tonnes CO₂,16900000.0 cubic meters,4600000.0 MWh,N/A,N/A
PPG,2022,N/A,17730000.0 cubic meters,N/A,N/A,N/A
PPL,2015,N/A,2.39 cubic meters,13.0 MWh,N/A,N/A
PPL,2016,N/A,61.0 cubic meters,N/A,N/A,N/A
PPL,2017,29083085.0 tonnes CO₂,494946.0 cubic meters,N/A,N/A,N/A
PPL Electric,2018,85528.0 tonnes CO,512000.0 cubic meters,N/A,N/A,68.0 percent
PPL,2019,N/A,N/A,17000.0 MWh,N/A,N/A
PPL,2020,N/A,80300.0 cubic meters,N/A,58.4 percent,84.32 percent
PPL,2021,N/A,483000.0 cubic meters,N/A,N/A,N/A
PVH,2015,134459.0 tonnes CO₂,343683.0 cubic meters,N/A,70.0 percent,N/A
PVH,2018,128878.0 tonnes CO₂,181235.0 cubic meters,60735489.0 MWh,33.0 percent,94.0 percent
PVH Corp.,2021,N/A,N/A,N/A,54.0 percent,N/A
PVH,2023,2294443.0 tonnes CO₂,N/A,64.0 MWh,N/A,N/A
Packaging Corporation of America,2018,3300000.0 tonnes CO₂,280300000.0 cubic meters,N/A,N/A,N/A
PCA (Packaging Corporation of America),2019,4260000.0 tonnes CO₂,273900000000.0 cubic meters,70300000.0 MWh,N/A,73.2 percent
PCA (Packaging Corporation of America),2020,6000.0 tonnes CO₂,270800000000.0 cubic meters,70800000.0 MWh,N/A,N/A
PCA (Packaging Corporation of America),2021,1950000.0 tonnes CO₂,274900000000.0 cubic meters,70600000.0 MWh,N/A,N/A
PCA,2022,5660000.0 tonnes CO₂,1.39 cubic meters,70100000.0 MWh,N/A,73.0 percent
PayPal,2017,N/A,2349576.04 cubic meters,N/A,N/A,90.0 percent
PayPal,2022,507.0 tonnes CO₂,0.3 cubic meters,N/A,N/A,N/A
Paychex,2019,17000.0 tonnes CO₂,N/A,N/A,N/A,8983.0 percent
Pearson,2015,146493.0 tonnes CO₂,1014268.0 cubic meters,162916.0 MWh,N/A,N/A
Pearson,2016,126385.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Pearson,2017,104384.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pearson plc,2019,80421.0 tonnes CO₂,453589.0 cubic meters,90192.0 MWh,N/A,629.0 percent
Pentair,N/A,N/A,17.0 cubic meters,N/A,N/A,N/A
Pentair,N/A,26783.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pentair,2021,106441.0 tonnes CO₂,661.0 cubic meters,N/A,N/A,N/A
Pentair,2022,119740.1 tonnes CO₂,752821.16 cubic meters,37.0 MWh,N/A,N/A
Pentair,2023,55880.0 tonnes CO₂,29.0 cubic meters,N/A,N/A,N/A
Fifth Third,2022,386330.0 tonnes CO₂,0.38 cubic meters,190000.0 MWh,N/A,N/A
PepsiCo,2010,N/A,N/A,N/A,10.0 percent,N/A
PepsiCo,N/A,N/A,N/A,N/A,N/A,N/A
PepsiCo,2013,N/A,200000.0 cubic meters,N/A,N/A,N/A
PepsiCo,2015,7.0 tonnes CO₂,N/A,N/A,4.0 percent,94.0 percent
PepsiCo,2017,N/A,N/A,N/A,9.0 percent,95.0 percent
PepsiCo,2018,N/A,N/A,100.0 MWh,N/A,N/A
PepsiCo,2021,N/A,N/A,N/A,N/A,N/A
PepsiCo,2022,N/A,8700000000.0 cubic meters,N/A,N/A,87.0 percent
PerkinElmer,2014,41101.0 tonnes CO₂,169795.0 cubic meters,N/A,N/A,N/A
PerkinElmer,2021,3423.0 tonnes CO₂,11.0 cubic meters,N/A,N/A,N/A
PerkinElmer,2013,44352.0 tonnes CO₂,165925.0 cubic meters,5000.0 MWh,N/A,N/A
Martell Mumm Perrier-Jouët (MMPJ),N/A,177000.0 tonnes CO₂,N/A,100.0 MWh,85.0 percent,96.0 percent
N/A,2023,N/A,N/A,69.0 MWh,N/A,N/A
Pernod Ricard,N/A,4604845.0 tonnes CO,N/A,91.0 MWh,37.0 percent,93.0 percent
Pernod Ricard,N/A,296812.0 tonnes CO₂,6726120.0 cubic meters,74.5 MWh,N/A,96.0 percent
BNY Mellon,2021,95885.0 tonnes CO₂,179.93 cubic meters,99.0 MWh,N/A,75.0 percent
Pfizer,2007,179400.0 tonnes CO,30000000.0 cubic meters,N/A,30.0 percent,49.0 percent
Pfizer,2009,12.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pfizer,2020,80.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pfizer,2021,28.0 tonnes CO₂,N/A,310.0 MWh,N/A,N/A
Pfizer,2022,N/A,N/A,N/A,N/A,N/A
Phillip Morris International,2017,330000.0 tonnes CO,4.8 cubic meters,36.0 MWh,N/A,N/A
Philip Morris International,2018,5504000.0 tonnes CO₂,4400000.0 cubic meters,65.0 MWh,N/A,96.0 percent
Philip Morris International,2019,615595.0 tonnes CO₂,4.0 cubic meters,72.0 MWh,N/A,84.0 percent
Philip Morris International,2021,308822.0 tonnes CO₂,3120000.0 cubic meters,33.0 MWh,N/A,86.0 percent
Philip Morris International,2022,4597000.0 tonnes CO₂,3090000.0 cubic meters,87.0 MWh,N/A,86.0 percent
Phillips 66,2017,35.0 tonnes CO₂,N/A,N/A,N/A,N/A
Phillips 66,N/A,N/A,N/A,N/A,N/A,4500.0 tonnes CO₂
Phillips 66,N/A,8223097.0 tonnes CO₂,N/A,N/A,N/A,N/A
PHOENIX,N/A,202086.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Phoenix Group Holdings plc,2022,24000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Phoenix Group Holdings plc,2023,83.0 tonnes CO₂,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2020,N/A,N/A,N/A,N/A,N/A
Pioneer,N/A,N/A,N/A,N/A,N/A,N/A
Pioneer,2022,3250000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Pioneer,N/A,1740000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Ralph Lauren,2019,63290.0 tonnes CO₂,N/A,10.0 MWh,79.0 percent,100.0 percent
Ralph Lauren,2020,1664744.0 tonnes CO₂,N/A,2.0 MWh,N/A,85.0 percent
Ralph Lauren,2021,1237017.0 tonnes CO₂,9661765.0 cubic meters,6.0 MWh,N/A,85.0 percent
[company name not provided in text],2023,74587.0 tonnes CO₂,N/A,8.0 MWh,N/A,N/A
Principal Financial Group,2023,N/A,N/A,55.6 MWh,N/A,N/A
Torre Llacuna,2024,313506.0 tonnes CO₂,N/A,20.0 MWh,N/A,20.0 percent
P&G,2016,4903000.0 tonnes CO₂,64192000.0 cubic meters,N/A,694000.0 tonnes CO₂,86.0 percent
Procter & Gamble (P&G),2013,5738.0 tonnes CO₂,74320.0 cubic meters,N/A,N/A,81.0 percent
P&G (Procter & Gamble),2017,4600000.0 tonnes CO₂,62028000.0 cubic meters,N/A,65.0 percent,86.0 percent
Procter & Gamble (P&G),N/A,4050000.0 tonnes CO₂,63125000.0 cubic meters,N/A,N/A,95.8 percent
The Procter & Gamble Company,2020,N/A,N/A,N/A,100.0 percent,N/A
P&G,2022,2316.0 tonnes CO₂,68600000.0 cubic meters,99.0 MWh,N/A,N/A
P&G,2023,2253.0 tonnes CO₂,N/A,99.0 MWh,N/A,N/A
P&G,2018,4300000.0 tonnes CO₂,63419000.0 cubic meters,N/A,N/A,90.0 percent
Progressive,2021,81320.0 tonnes CO₂,N/A,70000.0 MWh,N/A,N/A
Progressive,2023,N/A,N/A,61500.0 MWh,N/A,N/A
ProLogis,2007,12394108.0 tonnes CO₂,N/A,6400.0 MWh,100.0 percent,N/A
ProLogis,2008,16293.91 tonnes CO₂,N/A,120000.0 MWh,N/A,N/A
ProLogis,2009,N/A,N/A,N/A,N/A,N/A
ProLogis,2010,10253.0 tonnes CO₂,N/A,30.0 MWh,N/A,N/A
Prologis,2011,2.6 kg,N/A,N/A,20.0 percent,75.0 percent
Prologis,2012,6299.0 tonnes CO₂,N/A,550000000.0 MWh,N/A,N/A
Prologis,2013,9837.0 tonnes CO₂,N/A,N/A,N/A,N/A
Prologis,2014,7558.0 tonnes CO₂,10186.54 cubic meters,N/A,N/A,N/A
Prologis,2015,14853.0 tonnes CO₂,9232.61 cubic meters,N/A,N/A,N/A
Prologis,2016,14885.0 tonnes CO₂,0.02 cubic meters,165.0 MWh,N/A,N/A
Prologis,2017,13105.0 tonnes CO₂,N/A,96.15 MWh,N/A,N/A
Prologis,2019,N/A,N/A,N/A,N/A,N/A
Prologis,2020,1106.0 tonnes CO₂,N/A,N/A,N/A,N/A
Prologis,N/A,2019.0 tonnes CO₂,N/A,325.0 MWh,N/A,N/A
[company name not provided in text],2023,3898.0 tonnes CO₂,N/A,346.0 MWh,N/A,N/A
